,Age,Gender,Income Quintile,Race and Ethnicity,Region,Affinity,Familiarity,Previously Purchased,Channel: WXP,Channel: RCQ,Channel: MegaNews,Channel: The Springfield Times,Channel: The Springfield Journal,Channel: The Springfield Post,Channel: The Franklin Burgher,Channel: GolfMAX,Channel: Sloth Magazine,Channel: GlitzNGlam,Channel: Cooking with Kevin,Channel: The Coffee Channel
2456,65+,Female,3,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
2457,25-54,Female,5,Asian,Northeast,Dislike,Somewhat familiar,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No
2458,65+,Female,2,Hispanic,West,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No
2459,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
2460,25-54,Male,4,Non-Hispanic White,West,Neutral,Very familiar,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
2461,55-64,Female,4,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No
2462,15-24,Female,3,Black,Midwest,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
2463,25-54,Male,4,Hispanic,Northeast,Neutral,Very familiar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
2464,65+,Male,1,Non-Hispanic White,West,Strongly dislike,Very familiar,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No
2465,25-54,Female,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
2466,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
2467,25-54,Female,3,Hispanic,Midwest,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
2468,65+,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No
2469,65+,Male,3,Black,Midwest,Dislike,Very familiar,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
2470,65+,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
2471,25-54,Male,1,Black,South,Strongly like,Somewhat familiar,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
2472,65+,Female,4,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No
2473,15-24,Male,4,Hispanic,South,Like,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
2474,55-64,Female,4,Other,West,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
2475,25-54,Male,2,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes
2476,15-24,Female,4,Asian,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
2477,25-54,Female,4,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
2478,25-54,Male,1,Hispanic,Northeast,Dislike,Very familiar,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
2479,55-64,Female,4,Hispanic,Midwest,Dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No
2480,25-54,Female,4,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No
2481,55-64,Female,3,Black,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
2482,65+,Female,2,Asian,Midwest,Neutral,Unfamiliar,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No
2483,25-54,Male,3,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
2484,65+,Female,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
2485,15-24,Female,2,Asian,Midwest,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes
2486,65+,Female,5,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No
2487,65+,Female,4,Black,Midwest,Like,Somewhat familiar,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No
2488,55-64,Female,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
2489,25-54,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
2490,15-24,Male,1,Hispanic,West,Dislike,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes
2491,15-24,Female,5,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
2492,25-54,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
2493,55-64,Female,1,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No
2494,25-54,Female,5,Asian,Northeast,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No
2495,25-54,Female,1,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
2496,25-54,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No
2497,65+,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No
2498,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes
2499,15-24,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
2500,15-24,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
2501,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
2502,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No
2503,55-64,Female,2,Other,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
2504,25-54,Male,1,Black,Midwest,Strongly dislike,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No
2505,65+,Male,5,Hispanic,South,Like,Somewhat familiar,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
2506,65+,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
2507,25-54,Female,3,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
2508,25-54,Male,2,Hispanic,Northeast,Neutral,Very familiar,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
2509,65+,Female,5,Non-Hispanic White,West,Neutral,Somewhat familiar,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No
2510,15-24,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No
2511,15-24,Male,3,Hispanic,South,Neutral,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
2512,55-64,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No
2513,55-64,Female,5,Hispanic,West,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No
2514,65+,Female,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
2515,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
2516,15-24,Female,1,Black,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
2517,65+,Male,3,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No
2518,55-64,Female,1,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
2519,25-54,Male,3,Hispanic,Midwest,Neutral,Very familiar,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
2520,25-54,Female,1,Black,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
2521,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No
2522,25-54,Male,1,Non-Hispanic White,Northeast,Neutral,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No
2523,55-64,Male,1,Black,Northeast,Dislike,Very familiar,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes
2524,15-24,Male,4,Hispanic,West,Dislike,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
2525,25-54,Female,2,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2526,15-24,Male,3,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
2527,55-64,Male,5,Non-Hispanic White,Midwest,Neutral,Very familiar,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No
2528,15-24,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
2529,25-54,Male,5,Non-Hispanic White,Northeast,Neutral,Very familiar,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
2530,55-64,Female,1,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No
2531,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
2532,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
2533,25-54,Female,3,Hispanic,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
2534,15-24,Male,5,Non-Hispanic White,South,Neutral,Somewhat familiar,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No
2535,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
2536,15-24,Female,1,Black,Northeast,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No
2537,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2538,65+,Male,5,Non-Hispanic White,West,Like,Somewhat familiar,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No
2539,65+,Male,1,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No
2540,25-54,Male,1,Non-Hispanic White,West,Neutral,Very familiar,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
2541,15-24,Male,1,Hispanic,West,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
2542,25-54,Male,3,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes
2543,65+,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
2544,15-24,Female,5,Hispanic,South,Like,Somewhat familiar,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
2545,55-64,Female,1,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No
2546,25-54,Female,2,Hispanic,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
2547,15-24,Female,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No
2548,55-64,Male,1,Hispanic,Northeast,Strongly dislike,Very familiar,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
2549,65+,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
2550,15-24,Male,5,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
2551,25-54,Male,2,Non-Hispanic White,Midwest,Neutral,Very familiar,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
2552,65+,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No
2553,15-24,Female,3,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
2554,65+,Female,4,Black,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
2555,65+,Female,4,Black,West,Neutral,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
2556,55-64,Female,1,Other,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No
2557,65+,Female,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
2558,55-64,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
2559,15-24,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes
2560,55-64,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
2561,55-64,Male,3,Non-Hispanic White,Northeast,Neutral,Very familiar,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
2562,25-54,Male,2,Black,Midwest,Dislike,Somewhat familiar,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No
2563,15-24,Male,4,Non-Hispanic White,West,Neutral,Somewhat familiar,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes
2564,25-54,Male,2,Hispanic,South,Neutral,Somewhat familiar,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
2565,15-24,Male,3,Black,South,Like,Somewhat familiar,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No
2566,25-54,Other,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
2567,25-54,Male,2,Hispanic,West,Neutral,Somewhat familiar,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No
2568,65+,Male,3,Black,Northeast,Neutral,Very familiar,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
2569,25-54,Male,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
2570,25-54,Male,3,Non-Hispanic White,Northeast,Dislike,Very familiar,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
2571,55-64,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No
2572,25-54,Male,4,Black,Northeast,Like,Very familiar,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2573,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
2574,15-24,Female,4,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No
2575,65+,Female,1,Black,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes
2576,65+,Male,5,Asian,South,Like,Somewhat familiar,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes
2577,15-24,Female,1,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No
2578,65+,Female,3,Black,Northeast,Neutral,Somewhat familiar,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
2579,25-54,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
2580,15-24,Male,3,Non-Hispanic White,West,Neutral,Somewhat familiar,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No
2581,65+,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
2582,15-24,Female,4,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
2583,25-54,Female,3,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes
2584,25-54,Female,3,Hispanic,Midwest,Dislike,Somewhat familiar,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No
2585,65+,Other,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
2586,25-54,Male,3,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
2587,55-64,Male,5,Asian,South,Like,Somewhat familiar,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
2588,55-64,Female,5,Non-Hispanic White,Midwest,Like,Somewhat familiar,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
2589,25-54,Male,2,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No
2590,25-54,Female,2,Black,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
2591,25-54,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
2592,25-54,Male,1,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
2593,65+,Female,5,Black,West,Like,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
2594,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No
2595,55-64,Male,4,Hispanic,West,Strongly like,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No
2596,15-24,Male,5,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
2597,65+,Female,5,Asian,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
2598,55-64,Male,1,Hispanic,South,Dislike,Somewhat familiar,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
2599,55-64,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2600,25-54,Female,3,Black,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
2601,65+,Male,2,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
2602,15-24,Female,3,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
2603,15-24,Male,3,Black,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
2604,65+,Female,2,Black,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No
2605,55-64,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No
2606,25-54,Female,3,Non-Hispanic White,Northeast,Neutral,Somewhat familiar,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No
2607,65+,Female,4,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No
2608,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
2609,15-24,Male,1,Hispanic,South,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No
2610,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
2611,25-54,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
2612,25-54,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
2613,15-24,Male,1,Asian,South,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
2614,65+,Female,3,Asian,West,Neutral,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
2615,25-54,Male,5,Non-Hispanic White,West,Strongly like,Very familiar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
2616,55-64,Male,2,Non-Hispanic White,West,Neutral,Very familiar,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
2617,25-54,Male,1,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
2618,25-54,Male,2,Non-Hispanic White,West,Dislike,Very familiar,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No
2619,25-54,Male,4,Other,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes
2620,25-54,Male,3,Non-Hispanic White,Northeast,Neutral,Very familiar,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
2621,15-24,Male,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No
2622,25-54,Male,4,Black,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No
2623,25-54,Female,1,Black,West,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
2624,55-64,Male,3,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
2625,25-54,Female,5,Black,West,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
2626,55-64,Other,4,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
2627,65+,Female,1,Hispanic,West,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
2628,55-64,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
2629,25-54,Male,3,Black,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
2630,25-54,Female,1,Black,West,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes
2631,25-54,Female,1,Hispanic,Northeast,Dislike,Very familiar,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
2632,55-64,Male,1,Hispanic,South,Like,Somewhat familiar,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No
2633,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
2634,25-54,Male,4,Asian,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
2635,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
2636,25-54,Male,3,Black,South,Neutral,Somewhat familiar,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes
2637,15-24,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
2638,25-54,Male,3,Non-Hispanic White,Northeast,Neutral,Very familiar,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
2639,15-24,Female,3,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes
2640,65+,Male,3,Non-Hispanic White,West,Like,Somewhat familiar,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes
2641,65+,Female,2,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No
2642,55-64,Male,2,Asian,West,Dislike,Somewhat familiar,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes
2643,25-54,Female,4,Asian,West,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No
2644,25-54,Male,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No
2645,15-24,Female,2,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No
2646,25-54,Male,5,Black,Midwest,Strongly like,Very familiar,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
2647,55-64,Male,3,Asian,Northeast,Dislike,Very familiar,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
2648,25-54,Female,3,Other,South,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes
2649,15-24,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
2650,15-24,Female,2,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
2651,25-54,Male,2,Black,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
2652,25-54,Male,5,Non-Hispanic White,West,Like,Somewhat familiar,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No
2653,25-54,Female,4,Asian,South,Neutral,Unfamiliar,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No
2654,65+,Female,4,Hispanic,West,Neutral,Unfamiliar,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No
2655,55-64,Male,4,Hispanic,South,Strongly like,Very familiar,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
2656,15-24,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
